0	255	0
129	63	129
43	63	43
4	63	5
175	63	172
177	63	182
130	63	139
5	63	15
174	63	162
89	63	86
170	63	187
45	63	63
86	63	66
88	63	76
131	63	149
49	63	38
169	63	177
44	63	53
133	63	159
0	63	30
7	63	25
45	63	8
171	63	142
2	63	40
8	63	35
48	63	28
170	63	132
128	63	174
134	63	169
51	63	3
172	63	152
4	63	60
127	63	69
91	63	96
46	63	18
6	63	70
131	63	194
126	63	59
89	63	31
132	63	204
43	63	98
127	127	54
0	255	76
176	63	227
133	63	214
9	63	90
1	63	85
84	63	1
7	63	80
92	63	6
86	63	11
2	63	95
93	63	61
173	63	207
48	63	83
47	63	73
135	63	224
91	63	51
172	63	197
85	63	56
96	63	14
50	63	93
127	63	14
42	63	88
90	63	41
168	63	222
174	63	217
84	63	46
172	63	47
7	63	130
1	63	135
46	63	168
150	191	30
133	63	9
49	63	188
86	63	216
171	63	37
177	63	32
91	63	201
2	63	145
173	63	57
135	63	19
128	63	24
3	63	155
85	63	206
47	63	178
42	63	138
5	63	165
130	63	34
174	63	12
127	63	219
176	63	22
6	63	175
51	63	153
126	63	209
173	63	2
131	63	44
8	63	185
169	63	27
132	63	54
44	63	158
0	63	180
48	63	133
87	63	226
168	63	17
49	63	143
1	63	190
43	63	148
92	63	156
84	63	151
134	63	64
90	63	146
215	191	30
9	63	195
3	63	200
129	63	79
89	63	136
4	63	210
5	63	220
126	63	164
130	63	89
168	63	72
90	63	191
44	63	203
132	63	99
42	63	193
175	63	67
88	63	181
46	63	223
85	63	161
50	63	198
170	63	82
87	63	171
176	63	77
86	126	86
172	126	172
8	126	10
133	126	134
0	126	5
7	126	0
170	126	162
48	126	58
45	126	38
2	126	15
92	126	81
128	126	149
42	126	63
134	126	144
84	126	76
3	126	25
173	126	182
91	126	71
47	126	48
127	126	89
4	126	35
174	126	137
131	126	169
6	126	45
177	126	157
44	126	28
7	126	55
169	126	152
48	126	3
132	126	179
133	126	189
43	126	18
49	126	13
175	126	147
1	126	60
135	126	199
84	126	21
91	126	26
2	126	70
9	126	65
90	126	16
85	126	31
128	126	204
172	126	227
127	126	44
4	126	80
130	126	214
126	126	34
89	126	6
5	126	90
147	190	242
43	126	73
131	126	224
89	126	61
169	126	207
88	126	51
168	126	197
174	126	192
171	126	217
46	126	93
50	126	68
93	126	36
176	126	202
51	126	78
45	126	83
86	126	41
3	126	130
42	126	168
176	126	52
175	126	42
90	126	221
168	126	47
5	126	140
89	126	211
130	126	9
173	126	32
6	126	150
131	126	19
49	126	163
170	126	57
132	126	29
0	126	155
44	126	178
87	126	201
20	126	139
50	126	173
134	126	39
46	126	143
9	126	170
1	126	165
171	126	12
8	126	160
44	126	133
169	126	2
3	126	175
51	126	128
84	126	226
47	126	153
177	126	7
129	126	54
172	126	22
127	126	194
4	126	185
130	126	64
88	126	156
87	126	146
126	126	184
5	126	195
231	126	46
7	126	205
132	126	74
175	126	97
93	126	141
133	126	84
0	126	210
30	62	197
85	126	136
2	126	220
8	126	215
92	126	131
173	126	77
48	126	208
85	126	181
128	126	99
46	126	198
86	126	191
91	126	176
49	126	218
168	126	92
43	126	223
126	126	139
174	126	87
90	126	166
90	189	91
176	189	177
3	189	0
168	189	172
51	189	53
88	189	81
174	189	167
42	189	38
4	189	10
48	189	33
6	189	20
131	189	144
45	189	58
50	189	43
7	189	30
43	189	48
132	189	154
169	189	182
45	189	13
133	189	164
9	189	40
1	189	35
170	189	137
135	189	174
44	189	3
2	189	45
173	189	157
128	189	179
4	189	55
177	189	132
47	189	23
130	189	189
172	189	147
127	189	64
88	189	26
5	189	65
131	189	199
86	189	16
168	253	226
169	189	227
6	189	75
0	189	80
85	189	6
133	189	209
93	189	11
91	189	1
1	189	90
134	189	219
8	189	85
128	189	224
47	189	78
92	189	56
172	189	202
84	189	51
49	189	88
46	189	68
86	189	61
171	189	192
127	189	19
118	189	26
175	189	222
91	189	46
126	189	9
42	189	93
174	189	212
89	189	36
132	189	4
0	189	130
46	189	173
93	189	216
85	189	211
48	189	183
134	189	14
170	189	32
87	189	221
1	189	140
45	189	163
8	189	135
174	189	62
92	189	206
3	189	150
9	189	145
173	189	52
129	189	29
84	189	201
90	189	196
135	189	24
4	189	160
130	189	39
42	189	143
50	189	148
126	189	214
173	189	7
176	189	27
47	189	128
5	189	170
7	189	180
162	61	22
44	189	153
132	189	49
8	189	190
0	189	185
49	189	138
153	125	36
175	189	17
168	189	22
133	189	59
2	189	195
85	189	156
128	189	74
91	189	151
172	189	97
5	189	215
129	189	84
127	189	169
90	189	141
88	189	131
131	189	94
126	189	159
89	189	186
177	189	82
169	189	77
6	189	225
175	189	72
168	189	67
43	189	198
86	189	166
49	189	193
46	189	218
51	189	203
44	189	208
170	189	87
131	60	129
6	60	5
84	60	81
45	60	43
7	60	15
0	60	10
43	60	33
170	60	167
91	60	86
85	60	91
132	60	139
48	60	63
9	60	25
176	60	162
134	60	149
1	60	20
90	60	76
172	60	187
135	60	159
171	60	177
46	60	53
89	60	66
2	60	30
126	60	94
48	60	18
173	60	142
129	60	164
47	60	8
193	188	233
172	60	132
4	60	40
130	60	174
50	60	28
168	60	157
5	60	50
175	60	152
1	188	58
7	60	60
131	60	184
42	60	23
93	60	96
0	60	65
91	60	31
133	60	194
2	60	75
134	60	204
89	60	21
23	60	90
127	60	49
8	60	70
45	60	98
128	60	209
88	60	11
87	60	1
4	60	95
175	60	207
43	60	78
177	60	217
174	60	197
84	60	36
170	60	222
44	60	88
92	60	41
86	60	46
49	60	73
169	60	212
88	60	216
174	60	47
49	60	178
128	60	4
3	60	135
42	60	173
173	60	37
176	60	57
9	60	130
129	60	14
51	60	188
85	60	196
4	60	145
169	60	62
48	60	168
87	60	206
130	60	24
43	60	183
168	60	52
6	60	155
88	188	198
7	60	165
44	60	138
132	60	34
133	60	44
42	60	128
1	60	170
175	60	2
169	60	7
47	60	158
135	60	54
2	60	180
50	60	133
90	60	226
126	60	199
170	60	17
128	60	59
3	60	190
86	60	151
130	60	69
131	60	79
5	60	200
93	60	146
91	60	136
8	60	220
6	60	210
0	60	215
85	60	141
132	60	89
1	60	225
171	60	72
92	60	191
127	60	154
134	60	99
46	60	203
44	60	193
126	60	144
84	60	186
49	60	223
90	60	181
173	60	92
89	60	171
177	60	67
88	60	161
47	60	213
172	60	82
49	123	48
135	123	134
174	123	172
2	123	5
9	123	0
129	123	139
4	123	15
172	123	162
88	123	86
169	123	187
44	123	63
48	123	38
85	123	66
130	123	149
175	123	182
86	123	76
93	123	71
5	123	25
131	123	159
43	123	53
43	123	8
170	123	142
7	123	35
8	123	45
0	123	40
168	123	132
133	123	169
127	123	79
2	123	50
50	123	3
58	123	11
46	123	28
171	123	152
134	123	179
128	123	184
176	123	137
89	123	96
126	123	69
51	123	13
45	123	18
4	123	70
86	123	21
42	123	98
92	123	16
174	123	227
131	123	204
132	123	214
160	187	242
6	123	80
91	123	6
7	123	90
1	123	95
84	123	11
172	123	207
45	123	73
133	123	224
91	123	61
127	123	24
90	123	51
84	123	56
48	123	93
145	251	255
170	123	197
89	123	41
177	123	192
173	123	217
47	123	83
171	123	47
6	123	130
44	123	168
91	123	211
7	123	140
169	123	37
132	123	9
85	123	216
176	123	32
1	123	145
51	123	163
47	123	188
90	123	201
172	123	57
133	123	19
2	123	155
112	123	234
135	123	29
177	123	42
46	123	178
173	123	12
128	123	34
126	123	219
3	123	165
49	123	153
171	123	2
47	123	133
5	123	175
172	187	1
130	123	44
168	123	27
86	123	226
131	123	54
43	123	158
174	123	22
42	123	148
0	123	190
6	123	185
48	123	143
193	187	0
132	123	64
9	123	205
90	123	156
1	123	200
8	123	195
89	123	146
134	123	74
126	123	174
88	123	136
3	123	210
4	123	220
129	123	89
42	123	203
130	123	99
87	123	181
50	123	208
175	123	77
220	59	58
176	123	87
88	123	191
173	123	67
84	123	161
170	123	92
49	123	198
44	123	213
92	123	166
168	123	82
127	123	129
85	123	171
84	186	86
131	186	134
5	186	0
170	186	172
21	122	18
92	186	91
44	186	38
91	186	81
169	186	162
7	186	10
0	186	15
47	186	58
133	186	144
177	186	167
172	186	182
2	186	25
134	186	154
8	186	20
127	186	99
45	186	48
89	186	71
128	186	159
3	186	35
52	58	23
172	186	137
49	186	23
4	186	45
46	186	3
131	186	179
6	186	55
175	186	157
25	186	44
86	186	96
43	186	28
132	186	189
48	186	13
174	186	147
90	186	26
133	186	199
9	186	75
7	186	65
1	186	70
171	186	227
127	186	54
89	186	16
84	186	31
2	186	80
126	186	44
128	186	214
135	186	209
4	186	90
130	186	224
42	186	73
174	186	202
176	186	212
86	186	51
88	186	61
168	186	207
51	186	88
173	186	192
169	186	217
45	186	93
93	186	46
48	186	68
43	186	83
50	186	78
85	186	41
91	186	36
2	186	130
135	186	4
89	186	221
87	186	211
50	186	183
173	186	42
128	186	9
47	186	163
172	186	32
176	186	62
3	186	140
44	186	188
168	186	57
130	186	19
5	186	150
42	186	178
175	186	52
49	186	173
